freq,word
1, '11+'
1, 'across'
1, 'addre'
1, 'australia'
1, 'bible'
1, 'birthcert+passport+dl'
1, 'change'
1, 'docs'
1, 'driver'
1, 'europe'
1, 'gb'
1, 'get'
1, 'idpacks'
1, 'india'
1, 'international'
1, 'new'
1, 'over'
1, 'proof'
1, 'psds'
1, 'guide'
2, 'around'
2, 'best'
2, 'bills'
2, 'cc'
2, 'drivers'
2, 'driving'
2, 'from'
2, 'identity'
2, 'ids'
2, 'more'
2, 'price'
2, 'quality'
2, 'states'
2, 'templates'
2, 'the'
2, 'usa'
2, 'world'
3, 'template'
3, 'us'
4, 'australian'
6, 'authentic'
4, 'mega'
4, 'pack'
4, 'passport/license'
4, 'uk'
5, 'all'
6, 'fake'
6, 'how'
6, 'pass'
6, 'scan'
6, 'to'
6, 'your'
7, 'license'
8, 'id'
8, 'of'
8, 'scans'
9, 'passport'
10, '...'
