freq,word
1, '-hofmann'
1, 'addiction'
1, 'ages'
1, 'almo'
1, 'amphetamine'
1, 'analoge-ott'
1, 'analysis'
1, 'aprendiendo'
1, 'around'
1, 'art'
1, 'ayahuasca'
1, 'blotter'
1, 'brain'
1, 'business'
1, 'buy'
1, 'chemical'
1, 'chemistry'
1, 'de'
1, 'doctor'
2, 'dreams'
1, 'drogas'
1, 'easy'
1, 'explorer'
1, 'fadim'
1, 'fbi'
1, 'future'
1, 'genetics'
1, 'getting'
1, 'gu'
1, 'hashmaking'
1, 'hongos'
1, 'in'
1, 'introduction'
1, 'james'
1, 'jesse'
1, 'las'
1, 'lee'
1, 'love'
1, 'ls'
1, 'manifesto'
1, 'mex'
1, 'microgram'
1, 'modern'
1, 'open'
1, 'opio'
1, 'overview'
1, 'pics'
1, 'processing'
1, 'professor'
1, 'revolutio'
1, 'scientific'
1, 'smoker'
1, 'story'
1, 'successful'
1, 'successfully'
1, 'syntheses'
1, 'through'
1, 'venturas'
1, 'way'
1, 'with'
2, '12'
2, '25i-nbome'
2, '43'
2, 'abused'
2, 'acid'
2, 'aids'
2, 'alzheimer'
2, 'an'
2, 'anti-anxiety'
2, 'anti-depressants'
2, 'antidepressants'
2, 'as'
2, 'barbiturates'
2, 'big'
2, 'body'
2, 'buzz'
2, 'cannabinoids'
2, 'codeine'
2, 'cookbook'
2, 'cubensis'
2, 'd.'
2, 'definitive'
2, 'delicious'
2, 'designer'
2, 'diet'
2, 'disease'
2, 'dosing'
2, 'dr'
2, 'ebook'
2, 'ecstasy'
2, 'ed'
2, 'enhancement'
2, 'essential'
2, 'etc'
2, 'field'
2, 'gold'
2, 'great'
2, 'grower'
2, 'hal'
2, 'hallucinogens'
2, 'highbrow'
2, 'history'
2, 'how-to'
2, 'hydroponics'
2, 'implications'
2, 'inhalants'
2, 'magazines'
2, 'me'
2, 'megapack'
2, 'morphine'
2, 'narcotics'
2, 'neurochemistry'
2, 'nicotine'
2, 'opium'
2, 'other'
2, 'otto'
2, 'pain'
2, 'pills'
2, 'pr'
2, 'prescription'
2, 'producer'
2, 'producers'
2, 'proffessor'
2, 'properly'
2, 'psilocybe'
2, 'psychedelics'
2, 'psychotherapy'
2, 'recipes'
2, 'reconsidered'
2, 'recreational'
2, 'reflections'
2, 'rick'
2, 'ritalin'
2, 'sacred'
2, 'safely'
2, 'second'
2, 'sleep'
2, 'smoke'
2, 'snow'
2, 'social'
2, 'speed'
2, 'strassman'
2, 'super'
2, 'therapeutics'
2, 'third'
2, 'tutorials'
2, 'uses'
2, '★★★'
3, 'alchemy'
3, 'almost'
3, 'child'
3, 'free'
3, 'magic'
3, 'my'
3, 'pot'
3, 'problem'
3, 'psychedelic'
3, 'series'
3, 'world'
4, '2.0'
4, '2nd'
4, 'changing'
4, 'date'
4, 'guides'
4, 'heroin'
4, 'medical'
4, 'mexico'
4, 'off'
4, 'on'
4, 'rape'
4, 'revolution'
4, 'sell'
4, 'that'
4, 'twice'
4, 'web'
4, 'weed'
4, 'your'
5, 'abuse'
5, 'get'
5, 'high'
5, 'mdma'
5, 'reference'
6, 'alcohol'
6, 'books'
6, 'complete'
6, 'edition'
6, 'index'
6, 'mushroom'
7, 'pass'
7, 'test'
8, 'and'
8, 'cocaine'
8, 'guidebook'
8, 'pack'
9, 'lsd'
9, 'molecule'
9, 'spirit'
10, 'cannabis'
12, 'handbook'
12, 'mushrooms'
13, 'dmt'
13, 'guide'
17, 'of'
18, 'how'
18, 'marijuana'
19, 'psilocybin'
21, 'drug'
31, 'to'
41, '...'
55, 'facts'
55, 'straight'
80, 'drugs'
91, 'the'
